"RecID","EQID","STATID","M","R","Y_1","Y_2","Y_3","Y_4","deltaB_1","deltaB_2","deltaB_3","deltaS_4","deltaS_1","deltaS_2","deltaS_3","deltaS_4","R_MAX"
1,1,71,6.19,17.60733436430979,-0.39563961125359287,0.12745192844058745,0.09020194126516995,-1.2945836445274101,-0.39278601527006163,-0.2794347996708129,-0.5160077104571306,-0.023983190976337294,0.5456379626683706,0.5024343525263891,0.4503648977637326,0.46942903761428006,197.7524063608516
2,1,67,6.19,9.554197008231741,-0.3356798513547977,0.011148284586916968,1.061141090175426,-1.7955877960427586,-0.39278601527006163,-0.2794347996708129,-0.5160077104571306,-0.023983190976337294,-0.05507568684047429,-0.28532712886826955,0.2683672192709755,-0.2764686478118471,197.7524063608516
3,1,69,6.19,12.86329390282064,-0.42300242796036913,0.17805910962150306,0.5742924836252528,-1.6902347786408332,-0.39278601527006163,-0.2794347996708129,-0.5160077104571306,-0.023983190976337294,-0.10586863334530573,-0.19118569046299475,0.06545273923044873,-0.42600162537616343,197.7524063608516
4,1,85,6.19,15.969922435782104,-0.13101452333690516,0.5285241788045056,0.9274456297174378,-0.9548539278882662,-0.39278601527006163,-0.2794347996708129,-0.5160077104571306,-0.023983190976337294,0.03199607752325369,0.15700197355331114,0.059519838771315815,0.33369444049405034,197.7524063608516
5,2,2,6.61,55.02289598428029,-1.785616428869738,-1.0137292723572326,-0.46948867318954496,-2.1712122281968482,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.26531563053376545,-0.2721475349097999,0.012291290032083062,-0.09937369245963765,258.23653584629005
6,2,31,6.61,61.73901397836603,-1.5576997040222584,-0.8428385597170718,0.2802271020100095,-2.1643348317788846,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.665283106934584,0.6504484077277453,0.6566125363277414,0.3395324989942312,258.23653584629005
7,2,223,6.61,22.61397779991622,-0.5462994452622955,0.27416910686504536,0.5372279056592427,-0.9748223122017363,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.22223023070810324,0.16337825745379994,0.24307335956319695,0.14267484984629367,258.23653584629005
8,2,32,6.61,30.124832791250892,-0.7431695462222944,-0.0029085624356761514,0.6689634446129141,-0.9515429788349212,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.3018857642269148,-0.20169716953381958,-0.07786255549898588,0.3128344204378242,258.23653584629005
9,2,172,6.61,139.2000051490184,-3.2810009241992457,-2.323587250822963,-1.3983022748075187,-3.8908033963042548,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.2978090380128938,-0.3023107747933512,-0.1745954609526207,-0.18822952458213327,258.23653584629005
10,2,75,6.61,130.59182512656125,-2.6585797680241634,-1.604706836284777,-1.0136487294558798,-3.1390324718915315,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.054906652132561254,-0.07093145713831107,-0.11492261228605868,-0.03726257461909793,258.23653584629005
11,2,226,6.61,22.702102224941996,-1.4436687361941924,-0.7234960277513076,-0.6113736819641054,-1.5029587110818527,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.2291030895833679,-0.06297146951185044,-0.5664528980984561,0.31634901028421186,258.23653584629005
12,2,220,6.61,27.34687524174782,-1.0932058922757757,-0.33531372341513915,-0.19657481632164076,-1.5331259084000661,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.18946554951780792,-0.15535016606637955,-0.2973548671698951,0.10474540259422213,258.23653584629005
13,2,36,6.61,19.267454944876395,-0.10974772106731062,0.6514057075780187,0.6379105756536169,-1.184032217227502,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.04247204308409453,0.06852682359020133,-0.1509342068909351,-0.32416952740515614,258.23653584629005
14,2,33,6.61,25.016696834619946,-0.22912703359952238,0.27013608926967325,0.8600360899674357,-1.6520686983655037,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.3998852971067044,0.25616425915558827,0.33783793272760465,0.38900712912989965,258.23653584629005
15,2,35,6.61,22.527557167113073,-0.6284036009418088,-0.06067793623041423,0.2829416040957106,-2.3525297922137867,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.1656613585453828,-0.3054323776603012,-0.07757130203394373,-0.444790114049007,258.23653584629005
16,2,42,6.61,1.807671924543838,1.0658561004672822,1.7901612303075218,1.4667519891172238,0.7646845105707532,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.07409337722552378,0.28575744258319474,-0.4500285112176901,-0.2698331659894583,258.23653584629005
17,2,37,6.61,28.63652916415296,-0.9852885040827472,-0.3359356263608387,0.10364973593551974,-2.0714459198454827,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.22885716925678395,-0.27558213397583825,-0.31982389896063845,-0.5447610286988124,258.23653584629005
18,2,38,6.61,39.00795297975583,-1.2044399207086862,-0.5412007852643621,0.19313888376019828,-1.8860323462935122,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.45513853734425674,-0.485103412494779,-0.4677078982142206,-0.26950027603963767,258.23653584629005
19,2,39,6.61,68.9067998449816,-1.7154472974897983,-0.93469028223095,-0.635860429444597,-2.2843190565081444,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.18838222659258952,0.10307655349976853,-0.16652032389389915,0.17868584047612973,258.23653584629005
20,2,41,6.61,52.67136182632548,-0.6002989469622766,0.08681881629588417,0.548603814288944,-1.387561911351383,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.14004139522803863,-0.01176305984039227,0.25946381509449623,0.15612068672406562,258.23653584629005
21,2,51,6.61,107.81428410925652,-1.8600770875359145,-0.8529998093724376,-0.7365740140495054,-3.3147950677967764,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.17669968063067507,0.24340430747188244,-0.1070907558319278,-0.09890595484874803,258.23653584629005
22,2,30,6.61,30.720680245580365,-1.2053932094380189,-0.6059782112797185,-0.047194276544695546,-1.677577152893222,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.022310742291475158,-0.015521860124179476,0.09699480845245097,0.04150561978698192,258.23653584629005
23,2,45,6.61,61.79612755405454,-1.3596523305243104,-0.989696326505469,0.43789816348067906,-2.134105077018734,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,0.17834731585498223,-0.047932466054388605,0.49449301548801083,0.23735070065310943,258.23653584629005
24,2,76,6.61,70.08928688887498,-1.7133732098605752,-1.1035312057644653,-0.1661398914355448,-2.8494537093668733,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.060910549400926675,-0.1988043594656969,-0.07783767828093498,-0.5535030578321948,258.23653584629005
25,2,46,6.61,39.397200313805975,-2.011527946539388,-1.1153035709251358,-0.9711346324193997,-2.012545786573781,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.6877930755978099,-0.6414248223655665,-0.597447145478129,-0.34238681872373733,258.23653584629005
26,2,49,6.61,62.315435116504155,-2.271990341411901,-1.3460910876703513,-1.1295276716569957,-3.203486260271678,-0.2454058713122146,-0.10561544398191353,-0.2630920057421227,0.3171079632565343,-0.3359639470493349,-0.16395570184653946,-0.32931910951074755,-0.2521052971713637,258.23653584629005
27,3,386,5.2,34.70137496238948,-3.3571337733024498,-2.475283738917537,-2.097623161285595,-5.33406301487164,-0.3733750771250934,-0.2119304448087925,-0.36780158061644275,-0.1385321799684045,-0.14804678098550897,0.034671697124748595,-0.3010455015345871,-0.19897878154291374,100.31273512097073
28,3,73,5.2,19.90939606128789,-2.4756941805610437,-1.7667977801562142,-0.83920728150189,-4.600285877377471,-0.3733750771250934,-0.2119304448087925,-0.36780158061644275,-0.1385321799684045,-0.5633055032142515,-0.6119901151208892,-0.11934579962846037,-0.29382719162707105,100.31273512097073
29,3,84,5.2,34.63294941727097,-2.2751350795975167,-1.4815613133203578,-1.4774341687303854,-4.029710185563159,-0.3733750771250934,-0.2119304448087925,-0.36780158061644275,-0.1385321799684045,0.30538900976522726,0.508618709315525,-0.022943165922365765,0.7612339289458449,100.31273512097073
30,4,88,4.7,9.24914982072188,-1.3176208201581379,-1.0771600834998767,-0.7047201297547914,-3.021811450592382,0.21354752414889724,0.11626703916222424,0.13657690383149362,0.0853159215045735,0.14048574816129675,0.1015613550624225,0.0749328840732483,0.6638736621401353,84.22183445900922
31,4,92,4.7,10.52195092651836,-1.9471940099052336,-1.3336975671036972,-1.0865057482916638,-3.6485155536898053,0.21354752414889724,0.11626703916222424,0.13657690383149362,0.0853159215045735,-0.3162850516135139,-0.1833109846273293,-0.2925318532204236,-0.20093037588128287,84.22183445900922
